"Study ID"	"Experimental Row ID"	"Paired Baseline ID"	"Authors & Year"	"Short Title"	"DOI / Link"	"Catalyst"	"Catalyst Details"	"Hydrogen Source"	"Impurity Category"	"Impurity Species"	"Impurity Conc (ppm)"	"Temp (°C)"	"Pressure (bar)"	"H2:CO2 ratio"	"Space velocity (GHSV, /h)"	"Time on stream (h)"	"MeOH metric type"	"Baseline"	"With impurity"	"Recovery Value"	"% change in MeOH"	"Measured / Calculated / Digitized"	"Reversible?"	"Deactivation noted?"	"Notes / mechanism"	"Source quote & page"	"Data Quality"	"Modeling Status"	"Duplicate Status"
"T1-014"	"T1-014-COFEED-MMA"	"T1-014-COFEED-MMA-B"	"Laudenschleger et al. 2020"	"Identifying the nature of the active sites in methanol synthesis over Cu/ZnO/Al2O3 catalysts"	"https://doi.org/10.1038/s41467-020-17631-5"	"Industrial Cu/ZnO/Al2O3 supplied by Clariant"	"100 mg for HPPE; 200 mg for continuous dosing; 250-355 um sieve fraction"	"Synthetic laboratory feed"	"Nitrogen"	"Monomethylamine"	"Multiple / see reported concentration"	"250"	"60"	"13.5% CO/3.5% CO2/73.5% H2/9.5% N2"	"Not reported"	"Pulse; recovery monitored until initial methanol rate returned"	"Methanol mole-fraction inhibition trace (mol per unit injected mole fraction)"	"Needs supplementary extraction"	"Needs supplementary extraction"	"Clean syngas applied after dosing"	"Needs supplementary extraction"	"Measured"	"Yes"	"Yes (temporary inhibition)"	"Continuous dosing followed by clean syngas | Run/sample: Secondary temperature/pressure or continuous-dosing series | Impurity source: 1 mL high-pressure sample-loop pulse | Reported concentration: 0.0153 mol% continuous | Reversible adsorption and, for NH3/MMA/DMA, methylation involving oxygen-containing methanol intermediates."	"T1-014 PDF p.8 Methods; quantitative trace in supplementary material"	"Medium"	"Needs graph digitization"	"No known duplicate"
"T1-014"	"T1-014-COFEED-DMA"	"T1-014-COFEED-DMA-B"	"Laudenschleger et al. 2020"	"Identifying the nature of the active sites in methanol synthesis over Cu/ZnO/Al2O3 catalysts"	"https://doi.org/10.1038/s41467-020-17631-5"	"Industrial Cu/ZnO/Al2O3 supplied by Clariant"	"100 mg for HPPE; 200 mg for continuous dosing; 250-355 um sieve fraction"	"Synthetic laboratory feed"	"Nitrogen"	"Dimethylamine"	"Multiple / see reported concentration"	"250"	"60"	"13.5% CO/3.5% CO2/73.5% H2/9.5% N2"	"Not reported"	"Pulse; recovery monitored until initial methanol rate returned"	"Methanol mole-fraction inhibition trace (mol per unit injected mole fraction)"	"Needs supplementary extraction"	"Needs supplementary extraction"	"Clean syngas applied after dosing"	"Needs supplementary extraction"	"Measured"	"Yes"	"Yes (temporary inhibition)"	"Continuous dosing followed by clean syngas | Run/sample: Secondary temperature/pressure or continuous-dosing series | Impurity source: 1 mL high-pressure sample-loop pulse | Reported concentration: 0.0170 mol% continuous | Reversible adsorption and, for NH3/MMA/DMA, methylation involving oxygen-containing methanol intermediates."	"T1-014 PDF p.8 Methods; quantitative trace in supplementary material"	"Medium"	"Needs graph digitization"	"No known duplicate"
"T1-014"	"T1-014-COFEED-TMA"	"T1-014-COFEED-TMA-B"	"Laudenschleger et al. 2020"	"Identifying the nature of the active sites in methanol synthesis over Cu/ZnO/Al2O3 catalysts"	"https://doi.org/10.1038/s41467-020-17631-5"	"Industrial Cu/ZnO/Al2O3 supplied by Clariant"	"100 mg for HPPE; 200 mg for continuous dosing; 250-355 um sieve fraction"	"Synthetic laboratory feed"	"Nitrogen"	"Trimethylamine"	"Multiple / see reported concentration"	"250"	"60"	"13.5% CO/3.5% CO2/73.5% H2/9.5% N2"	"Not reported"	"Pulse; recovery monitored until initial methanol rate returned"	"Methanol mole-fraction inhibition trace (mol per unit injected mole fraction)"	"Needs supplementary extraction"	"Needs supplementary extraction"	"Clean syngas applied after dosing"	"Needs supplementary extraction"	"Measured"	"Yes"	"Yes (temporary inhibition)"	"Continuous dosing followed by clean syngas | Run/sample: Secondary temperature/pressure or continuous-dosing series | Impurity source: 1 mL high-pressure sample-loop pulse | Reported concentration: 0.0157 mol% continuous | Reversible adsorption and, for NH3/MMA/DMA, methylation involving oxygen-containing methanol intermediates."	"T1-014 PDF p.8 Methods; quantitative trace in supplementary material"	"Medium"	"Needs graph digitization"	"No known duplicate"
"T1-001"	"T1-001-SO2-4H-225"	"T1-001-SO2-B-225"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"SO2"	"500"	"225"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"0.29"	"0.22"	"No in-situ recovery after three reuse cycles"	"-24.138"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 4 h SO2-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | Catalyst loading pre: 0.26 wt% | Catalyst loading post: 0.28 wt% | Sulphate formation blocks CO2 adsorption/H2 activation sites and removes oxygen vacancies."	"T1-001 PDF p.5 Fig. 2 and pp.4-6 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-SO2-4H-250"	"T1-001-SO2-B-250"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"SO2"	"500"	"250"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"0.6"	"0.5"	"No in-situ recovery after three reuse cycles"	"-16.667"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 4 h SO2-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | Catalyst loading pre: 0.26 wt% | Catalyst loading post: 0.28 wt% | Sulphate formation blocks CO2 adsorption/H2 activation sites and removes oxygen vacancies."	"T1-001 PDF p.5 Fig. 2 and pp.4-6 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-SO2-4H-275"	"T1-001-SO2-B-275"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"SO2"	"500"	"275"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"1.17"	"0.97"	"No in-situ recovery after three reuse cycles"	"-17.094"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 4 h SO2-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | Catalyst loading pre: 0.26 wt% | Catalyst loading post: 0.28 wt% | Sulphate formation blocks CO2 adsorption/H2 activation sites and removes oxygen vacancies."	"T1-001 PDF p.5 Fig. 2 and pp.4-6 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-SO2-18H-225"	"T1-001-SO2-B-225"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"SO2"	"500"	"225"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"0.29"	"0.04"	"No in-situ recovery after three reuse cycles"	"-86.207"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 18 h SO2-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | Catalyst loading pre: 0.82 wt% | Catalyst loading post: 0.65 wt% | Extensive sulfate formation; severe loss of CO2 capacity and highly dispersed indium oxide sites."	"T1-001 PDF p.5 Fig. 2 and pp.4-6 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-SO2-18H-250"	"T1-001-SO2-B-250"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"SO2"	"500"	"250"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"0.6"	"0.1"	"No in-situ recovery after three reuse cycles"	"-83.333"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 18 h SO2-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | Catalyst loading pre: 0.82 wt% | Catalyst loading post: 0.65 wt% | Extensive sulfate formation; severe loss of CO2 capacity and highly dispersed indium oxide sites."	"T1-001 PDF p.5 Fig. 2 and pp.4-6 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-SO2-18H-275"	"T1-001-SO2-B-275"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"SO2"	"500"	"275"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"1.17"	"0.19"	"No in-situ recovery after three reuse cycles"	"-83.761"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 18 h SO2-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | Catalyst loading pre: 0.82 wt% | Catalyst loading post: 0.65 wt% | Extensive sulfate formation; severe loss of CO2 capacity and highly dispersed indium oxide sites."	"T1-001 PDF p.5 Fig. 2 and pp.4-6 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-H2S-4H-225"	"T1-001-H2S-B-225"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"H2S"	"400"	"225"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"0.31"	"0.32"	"No catalytic recovery despite partial sulfur loss"	"3.226"	"Calculated"	"No"	"No measurable loss"	"Ex-situ poisoning followed by methanol test | Run/sample: 4 h H2S-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 400 ppm in N2 | Catalyst loading pre: 0.27 wt% | Catalyst loading post: Partially decreased after reaction wt% | Strong chemisorption forms sulfide and sulfate; short exposure preferentially affects sites less responsible for methanol."	"T1-001 PDF p.8 Fig. 7 and pp.7-9 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-H2S-4H-250"	"T1-001-H2S-B-250"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"H2S"	"400"	"250"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"0.72"	"0.7"	"No catalytic recovery despite partial sulfur loss"	"-2.778"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 4 h H2S-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 400 ppm in N2 | Catalyst loading pre: 0.27 wt% | Catalyst loading post: Partially decreased after reaction wt% | Strong chemisorption forms sulfide and sulfate; short exposure preferentially affects sites less responsible for methanol."	"T1-001 PDF p.8 Fig. 7 and pp.7-9 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-H2S-4H-275"	"T1-001-H2S-B-275"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"H2S"	"400"	"275"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"1.41"	"1.32"	"No catalytic recovery despite partial sulfur loss"	"-6.383"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 4 h H2S-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 400 ppm in N2 | Catalyst loading pre: 0.27 wt% | Catalyst loading post: Partially decreased after reaction wt% | Strong chemisorption forms sulfide and sulfate; short exposure preferentially affects sites less responsible for methanol."	"T1-001 PDF p.8 Fig. 7 and pp.7-9 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-H2S-18H-225"	"T1-001-H2S-B-225"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"H2S"	"400"	"225"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"0.31"	"0.17"	"No catalytic recovery despite partial sulfur loss"	"-45.161"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 18 h H2S-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 400 ppm in N2 | Catalyst loading pre: 0.88 wt% | Catalyst loading post: Partially decreased after reaction wt% | Sulfide/sulfate formation competes for CO2/H2 activation sites and irreversibly poisons catalyst."	"T1-001 PDF p.8 Fig. 7 and pp.7-9 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-H2S-18H-250"	"T1-001-H2S-B-250"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"H2S"	"400"	"250"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"0.72"	"0.38"	"No catalytic recovery despite partial sulfur loss"	"-47.222"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 18 h H2S-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 400 ppm in N2 | Catalyst loading pre: 0.88 wt% | Catalyst loading post: Partially decreased after reaction wt% | Sulfide/sulfate formation competes for CO2/H2 activation sites and irreversibly poisons catalyst."	"T1-001 PDF p.8 Fig. 7 and pp.7-9 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-H2S-18H-275"	"T1-001-H2S-B-275"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"In2O3/ZrO2 (10.5 +/- 0.3 wt% In)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"H2S"	"400"	"275"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gIn^-1 h^-1)"	"1.41"	"0.71"	"No catalytic recovery despite partial sulfur loss"	"-49.645"	"Calculated"	"No"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 18 h H2S-prepoisoned In2O3/ZrO2 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 400 ppm in N2 | Catalyst loading pre: 0.88 wt% | Catalyst loading post: Partially decreased after reaction wt% | Sulfide/sulfate formation competes for CO2/H2 activation sites and irreversibly poisons catalyst."	"T1-001 PDF p.8 Fig. 7 and pp.7-9 text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-CU-SO2-4H"	"T1-001-CU-SO2-B"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"Commercial Cu/ZnO/Al2O3 (63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"SO2"	"500"	"250"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gCu^-1 h^-1)"	"0.82"	"0.63"	"Not reported"	"-23.171"	"Calculated"	"Not reported"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 4 h SO2-prepoisoned commercial Cu/ZnO/Al2O3 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | Catalyst loading pre: 0.3 wt% | ZnO scavenges sulfur and partially protects Cu sites."	"T1-001 PDF p.5 explicit comparison text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-CU-SO2-18H"	"T1-001-CU-SO2-B"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"Commercial Cu/ZnO/Al2O3 (63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"SO2"	"500"	"250"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gCu^-1 h^-1)"	"0.82"	"0.52"	"Not reported"	"-36.585"	"Calculated"	"Not reported"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 18 h SO2-prepoisoned commercial Cu/ZnO/Al2O3 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | Catalyst loading pre: 0.9 wt% | ZnO scavenges sulfur and partially protects Cu sites."	"T1-001 PDF p.5 explicit comparison text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-CU-H2S-4H"	"T1-001-CU-H2S-B"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"Commercial Cu/ZnO/Al2O3 (63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Sulfur"	"H2S"	"400"	"250"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gCu^-1 h^-1)"	"0.54"	"0.45"	"Not reported"	"-16.667"	"Calculated"	"Not reported"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 4 h H2S-prepoisoned commercial Cu/ZnO/Al2O3 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 400 ppm in N2 | Catalyst loading pre: 0.3 wt% | ZnO sulfur scavenging limits deactivation of active Cu species."	"T1-001 PDF p.8 explicit comparison text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-CU-NH3-4H"	"T1-001-CU-NH3-B"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"Commercial Cu/ZnO/Al2O3 (63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Nitrogen"	"NH3"	"500"	"250"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gCu^-1 h^-1)"	"0.64"	"0.58"	"Not reported"	"-9.375"	"Calculated"	"Not reported"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 4 h NH3-prepoisoned commercial Cu/ZnO/Al2O3 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | Mild pre-reduction/interaction; no additional loss at 18 h."	"T1-001 PDF p.10 explicit comparison text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-CU-NH3-18H"	"T1-001-CU-NH3-B"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"Commercial Cu/ZnO/Al2O3 (63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Nitrogen"	"NH3"	"500"	"250"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gCu^-1 h^-1)"	"0.64"	"0.58"	"Not reported"	"-9.375"	"Calculated"	"Not reported"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 18 h NH3-prepoisoned commercial Cu/ZnO/Al2O3 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | No further deactivation on extending exposure from 4 to 18 h."	"T1-001 PDF p.10 explicit comparison text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-001"	"T1-001-CU-NO2-4H"	"T1-001-CU-NO2-B"	"Schuhle et al. 2020"	"Influence of gas impurities on the hydrogenation of CO2 to methanol using indium-based catalysts"	"https://doi.org/10.1039/D0CY00946F"	"Commercial Cu/ZnO/Al2O3 (63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO)"	"In catalyst prepared by wet impregnation on ZrO2 pellets; commercial Cu catalyst 63.5% CuO/24.7% ZnO/10.1% Al2O3/1.3% MgO"	"Bottled/commercial H2"	"Nitrogen"	"NO2"	"500"	"250"	"53.8"	"CO2:H2 = 1:3"	"1952"	"960 min methanol test after ex-situ poison treatment"	"Methanol productivity (gMeOH gCu^-1 h^-1)"	"0.64"	"0.56"	"Not reported"	"-12.5"	"Calculated"	"Not reported"	"Yes"	"Ex-situ poisoning followed by methanol test | Run/sample: 4 h NO2-prepoisoned commercial Cu/ZnO/Al2O3 | Impurity source: Ex-situ catalyst poisoning at 250 C and 100 N mL min^-1 before methanol test | Reported concentration: 500 ppm in N2 | Mild pre-treatment effect; no additional loss at 18 h."	"T1-001 PDF p.10 explicit comparison text"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
